title,url,view,channel_name,channel_subscriber,create_stamp,mean_view,mean_comparison
キッチンリセット 朝の8時から黙々と食器洗いやってます,/watch?v=XgugWpPd6Zo,66,節約&amp;らく家事の日々,,,246,27
球磨川氾濫 熊本・八代地方 大雨特別警報 警戒レベル5に相当 記録的豪雨,/watch?v=W88azau5hpI,749,節約&amp;らく家事の日々,,,246,304
キッチンリセット やり方は毎日同じルーティーン 主婦が面倒に感じるお仕事,/watch?v=sfn69rTP59A,87,節約&amp;らく家事の日々,,,246,35
キッチンリセット 主婦の毎日 ゴム手袋使って食器を手洗いするのと布巾で拭くのをセットで,/watch?v=giIw_dbNZlo,199,節約&amp;らく家事の日々,,,246,81
キッチンリセットのやり方 主婦が毎日する食器洗い スポンジに洗剤をたっぷりつけて泡いっぱいで洗ってます,/watch?v=r69ZLLFa0k0,51,節約&amp;らく家事の日々,,,246,21
キッチンリセット 100均のセリアで買った布巾で食器を拭く 面倒だけど食器洗いの好きな時間  主婦の平日の毎日のルーティーン,/watch?v=E06HxLT2NuA,43,節約&amp;らく家事の日々,,,246,17
100均 ダイソー 購入品 前から気になってたキッチングッズ 蒸し暑い季節におすすめ,/watch?v=kbOxFDKPXV8,63,節約&amp;らく家事の日々,,,246,26
キッチンリセット 主婦 賃貸 スポンジ ゴム手袋 ルーティーン 面倒くさい 毎日,/watch?v=5Z13E9X131Q,72,節約&amp;らく家事の日々,,,246,29
寿司打でキーボードのキータッチを練習 パソコン作業 主婦 在宅ワーク ASMR 生活音,/watch?v=dB23vjwpWG0,34,節約&amp;らく家事の日々,,,246,14
キッチンリセット 食器を洗っているときの音 水道水の音とか心地いい【ASMR 生活音】,/watch?v=4-GJJh1nbDo,63,節約&amp;らく家事の日々,,,246,26
ダイソー 100均 300円商品 大理石調キッチンまな板 このサイズを探してた,/watch?v=dUx5Yc0qp00,135,節約&amp;らく家事の日々,,,246,55
キッチンリセット 食器を洗ってシンクをきれいに ゴム手袋 面倒くさい 毎日 主婦,/watch?v=eJ1lA3oVjW0,83,節約&amp;らく家事の日々,,,246,34
食器 手洗い ゴム手袋 キッチンリセット 毎日 習慣 主婦,/watch?v=tPDTw0Batvw,96,節約&amp;らく家事の日々,,,246,39
キッチンリセット ゴム手袋 食器 洗い物 主婦 平日 午前中 毎日,/watch?v=o2071Km-IhM,113,節約&amp;らく家事の日々,,,246,46
ダイソー 100均 買ってよかった商品 大理石調のまな板など6品をご紹介,/watch?v=klPE3AeTIHI,108,節約&amp;らく家事の日々,,,246,44
100均 ダイソーで買ってよかった購入品を4品紹介 毎度買ってるリピート品 初めて買って大成功の品 100円ショップ,/watch?v=VoEB1TisWLQ,72,節約&amp;らく家事の日々,,,246,29
キッチンリセット 食器洗い 洗い物 ゴム手袋 平日午前中 主婦,/watch?v=aH0bfeA2-xk,179,節約&amp;らく家事の日々,,,246,73
パソコン作業 キータッチ 音 合間のストレッチ 肩こり 寿司打 自宅 主婦 練習,/watch?v=CYlrjUdkbFQ,34,節約&amp;らく家事の日々,,,246,14
