channel_url,channel_name,scrape_at,channel_country,channel_subscriber,mean_view,channel_create_at,all_video_views,instagram,twitter,blog
/channel/UCD-FtwjPJWsMrmBPeAa8SgA,nyakochan,2020/08/21,非表示,5170,430.0,2019/01/09,83336.0,非表示,https://www.youtube.com/redirect?event=channel_banner&amp;redir_token=QUFFLUhqa2dGcG9aakFqT0pYZ2sxbmE1R2VNTC1YcGJrUXxBQ3Jtc0tuLXo5SUIzLTk0QTdqa0VvcDJFczNUTE5NSDdQNEo1dklaaDkwQkVDMGJRTkNwTzc0Y0NXQWZWdVhQSVRrS0NrcW50VzA2X2hKMFBBR3NnVHFreXlpZ3hQaEpyeUM0cWYyTmxWUjZWeDlNRmRPaEJsUQ&amp;q=https%3A%2F%2Ftwitter.com%2F%40nyakonyakochan,非表示
/channel/UCWHOLGI9MLe5J5LGB9OTQ8g,むぎっちゅkijinyan44,2020/08/21,非表示,非表示,77.0,2015/03/16,78787.0,非表示,非表示,非表示
/channel/UC8x44gE0AJLbehdNg8M2TZw,ねずみ-Nezumi-,2020/08/21,非表示,非表示,33.0,2016/06/10,370.0,非表示,非表示,非表示
/channel/UCiVSt8H9kO9POZw1Mn7ndtw,満腹三太夫Sandayu ASMR Eating,2020/08/21,非表示,11200,5543.0,2016/11/04,5965264.0,非表示,https://www.youtube.com/redirect?event=channel_banner&amp;redir_token=QUFFLUhqbkNaaEJXc1FqZFlYSTVKdmNpLVlnWW1TejFqZ3xBQ3Jtc0tseTB3ZVNXa3lvWlVPWmI5V0w1cTl6bzFMQnVuSmEyQnJLYmEwNUxlcWNwZ3paaWgzWnFVUkFaeUtDQmR6MVFrMHpqUkpJeHFWcHZubkJPdmFLZXpxVGxOX19YR082YVg1WUVkc1dTZkM2Vm5OMFBVNA&amp;q=https%3A%2F%2Ftwitter.com%2F2vJcIE1pIHw0vJy,非表示
/channel/UCYxS05RcTWOHZ9geuIf8IuQ,29miku ASMR,2020/08/21,非表示,非表示,1409.0,2020/02/07,163725.0,非表示,非表示,非表示
/channel/UC5FAv-janoSNlFeq5BFtsGg,Koki ASMR,2020/08/21,非表示,100000,55449.0,2017/08/11,27762980.0,非表示,非表示,非表示
/channel/UCsVtT0DHmb5GXCZZ7-4PRhg,ジェニー JENNI,2020/08/21,非表示,11000,121079.0,2016/10/07,69061956.0,非表示,非表示,非表示
/channel/UCvuep11voQX5Yii_OVEFDuQ,eatingsoundsモグママ,2020/08/21,非表示,6190,4764.0,2018/03/14,3499421.0,非表示,非表示,非表示
/channel/UCPJUjCjr1sGOMlLpQ6VlO8w,にとちゃんねる,2020/08/21,非表示,非表示,1766.0,2019/07/27,54777.0,非表示,非表示,非表示
/channel/UCbjBntVhOcA8iQVJsKrgLTA,あいちゃんねる,2020/08/21,非表示,550000,339519.0,2019/08/28,70404166.0,非表示,https://www.youtube.com/redirect?event=channel_banner&amp;redir_token=QUFFLUhqbXVXV3FhdU5YRjU0TVVvUGhVSERZLUI3ZGxLZ3xBQ3Jtc0tsTHFHX0NQYXllelpsZ3E4R1ZXNVUxbjgtQWRZVmVrcmxTOXVoYklJQjJSLUxPQ0xzbFlxbmZfeTlEazFCeGxiMWVMdEFQY0R1QU0wcjFkUjJWaDRqemdTSUh4dWtjQ3ZzOWd2dTB3ODZWNHRlcFFHaw&amp;q=https%3A%2F%2Ftwitter.com%2Fai_uehara_ex,非表示
